doc_name,stream,group,is_active,is_expired,is_rfc,is_replaced,is_withdrawn_submitter,is_withdrawn_ietf,rfc_num,revisions
draft-cridland-imap-quota,None,none,False,True,False,False,False,False,None,00
draft-ietf-sipping-pstn-call-flows,ietf,sipping,False,False,True,False,False,False,3666,02
draft-ietf-sipping-basic-call-flows,ietf,sipping,False,False,True,False,False,False,3665,02
draft-ietf-sipping-torture-tests,ietf,sipping,False,False,True,False,False,False,4475,09
draft-ietf-ops-rfc2786std,ietf,opsarea,False,True,False,False,False,False,None,00
draft-dattathrani-tcp-ip-security,None,none,False,True,False,False,False,False,None,01
draft-roychowdhury-sipping-pathtrace-reqts,None,none,False,True,False,False,False,False,None,00
draft-critchley-dhc-location-option,None,none,False,True,False,False,False,False,None,00
draft-itojun-v6ops-v4mapped-harmful,None,none,False,True,False,False,False,False,None,02
draft-gurbani-spirits-security,None,none,False,True,False,False,False,False,None,01
draft-baccala-dynamic-content-caching,None,none,False,True,False,False,False,False,None,00
draft-baccala-data-networking,None,none,False,True,False,False,False,False,None,00
draft-zseby-packet-selection,None,none,False,True,False,False,False,False,None,00
draft-megacz-xmc,None,none,False,True,False,False,False,False,None,01
draft-ietf-speechsc-reqts,ietf,speechsc,False,False,True,False,False,False,4313,07
draft-davari-pwe3-aal12-over-psn,None,none,False,True,False,False,False,False,None,01
draft-shafer-js-xml-api,None,none,False,True,False,False,False,False,None,00
draft-ietf-pwe3-cep-mib,ietf,pwe3,False,False,True,False,False,False,6240,16
draft-faerber-i18n-email-netnews-names,None,none,False,True,False,False,False,False,None,00
draft-ietf-sipping-req-history,ietf,sipping,False,True,False,False,False,False,None,04
draft-daley-ipv6-mcast-dad,None,none,False,True,False,False,False,False,None,02
draft-westberg-proposal-for-rsvpv2,None,none,False,True,False,False,False,False,None,01
draft-jamjoom-icmpreject,None,none,False,True,False,False,False,False,None,00
draft-ishiguro-ppvpn-pe-ce-ospf,None,none,False,True,False,False,False,False,None,02
draft-ietf-seamoby-mobility-terminology,ietf,seamoby,False,False,True,False,False,False,3753,06
draft-kzhang-ipfix-eval-crane,None,none,False,True,False,False,False,False,None,00
draft-helal-macp,None,none,False,True,False,False,False,False,None,00
draft-sarikaya-mobileip-lmmframework,None,none,False,True,False,False,False,False,None,01
draft-ietf-isis-proprietary-tlv,ietf,isis,False,True,False,False,False,False,None,00
draft-claise-ipfix-eval-netflow,None,none,False,True,False,False,False,False,None,04
draft-zander-ipfix-diameter-eval,None,none,False,True,False,False,False,False,None,00
draft-kamath-pppext-eap-mschapv2,None,none,False,True,False,False,False,False,None,02
draft-meyer-ipfix-ipdr-eval,None,none,False,True,False,False,False,False,None,00
draft-ietf-ccamp-tracereq,ietf,ccamp,False,False,True,False,False,False,3609,05
draft-ietf-opes-authorization,ietf,opes,False,False,True,False,False,False,3838,03
draft-calato-ipfix-lfap-eval,None,none,False,True,False,False,False,False,None,00
draft-ietf-dnsext-keyrr-key-signing-flag,ietf,dnsext,False,False,True,False,False,False,3757,12
draft-cordell-midcom-span-discuss,None,none,False,True,False,False,False,False,None,00
draft-brunner-rfc954-historic,None,none,False,True,False,False,False,False,None,00
draft-ietf-psamp-framework,ietf,psamp,False,False,True,False,False,False,5474,13
draft-sen-sipping-intrarealm-stun,None,none,False,True,False,False,False,False,None,00
draft-brunner-mpls-cops-pcs,None,none,False,True,False,False,False,False,None,00
draft-ietf-tls-compression,ietf,tls,False,False,True,False,False,False,3749,07
draft-stein-pwe3-tdm-packetloss,None,none,False,True,False,False,False,False,None,01
draft-chelius-adhoc-ipv6,None,none,False,True,False,False,False,False,None,00
draft-shield-eos-extended-error,None,none,False,True,False,False,False,False,None,00
draft-glenn-ippt-arch,None,none,False,True,False,False,False,False,None,01
draft-glenn-mo-taggr-mib,None,none,False,True,False,False,False,False,None,01
draft-andersson-mpls-sig-decision,ietf,mpls,False,False,True,False,False,False,3468,03
draft-ietf-ccamp-lmp-test-sonet-sdh,ietf,ccamp,False,False,True,False,False,False,4207,04
draft-goswami-mobileip-simultaneous-handoff-v4,None,none,False,True,False,False,False,False,None,02
draft-fujimoto-sipping-header-lang,None,none,False,True,False,False,False,False,None,00
draft-ietf-sipping-aaa-req,ietf,sipping,False,False,True,False,False,False,3702,04
draft-eriksen-nfsv4-acl,None,none,False,True,False,False,False,False,None,02
draft-bakke-dhc-snmp-trap,None,none,False,True,False,False,False,False,None,01
draft-templin-interact,None,none,False,True,False,False,False,False,None,00
draft-calato-lfap-mib,None,none,False,True,False,False,False,False,None,00
draft-jung-mobileip-bet-enhance,None,none,False,True,False,False,False,False,None,00
draft-ietf-dnsext-rfc1886bis,ietf,dnsext,False,False,True,False,False,False,3596,03
draft-bharatia-mobileip-gen-mipv4-ext,None,none,False,True,False,False,False,False,None,02
draft-fleming-rohc-wireless-ethernet-med,None,none,False,True,False,False,False,False,None,01
draft-huitema-ngtrans-unmaneval,None,none,False,True,False,False,False,False,None,01
draft-brocklesby-irc-usercmdpfx,None,none,False,True,False,False,False,False,None,02
draft-stephan-ippm-spatial-metrics,None,none,False,True,False,False,False,False,None,01
draft-soininen-v6ops-3gpp-cases,None,none,False,True,False,False,False,False,None,00
draft-camarillo-sip-deaf,None,none,False,True,False,False,False,False,None,02
draft-camarillo-mmusic-source-sink,None,none,False,True,False,False,False,False,None,01
draft-ietf-sip-sipfrag,ietf,sip,False,False,True,False,False,False,3420,00
draft-goswami-mobileip-analysis-v4,None,none,False,True,False,False,False,False,None,00
draft-brocklesby-irc-isupport,None,none,False,True,False,False,False,False,None,03
draft-brandner-enumservices-compendium,None,none,False,True,False,False,False,False,None,00
draft-ramsdell-subscription-data-format,None,none,False,True,False,False,False,False,None,00
draft-schulzrinne-nsis-casp,None,none,False,True,False,False,False,False,None,01
draft-schulzrinne-nsis-casp-qos,None,none,False,True,False,False,False,False,None,01
draft-culley-iwarp-mpa,ietf,gen,False,True,False,False,False,False,None,03
draft-odonnell-onhs-imp-dns,None,none,False,True,False,False,False,False,None,00
draft-recio-iwarp-rdma,None,none,False,True,False,False,False,False,None,01
draft-carlberg-ets-general,None,none,False,True,False,False,False,False,None,01
draft-carlberg-ets-telephony,None,none,False,True,False,False,False,False,None,01
draft-shah-iwarp-ddp,None,none,False,True,False,False,False,False,None,01
draft-uttaro-mult-gws,None,none,False,True,False,False,False,False,None,00
draft-taylor-midcom-semgen,None,none,False,True,False,False,False,False,None,00
draft-mcpherson-rfc3065bis,None,none,False,True,False,False,False,False,None,00
draft-polk-ieprep-scenarios,ietf,ieprep,False,False,True,False,False,False,3523,03
draft-kwiatkowski-base85-for-xml,None,none,False,True,False,False,False,False,None,02
draft-rajeshkumar-mmusic-gpmd,ietf,tsv,False,True,False,False,False,False,None,03
draft-legg-ldap-admin,None,none,False,True,False,False,False,False,None,03
draft-mihailovic-brain-mind,None,none,False,True,False,False,False,False,None,00
draft-odoherty-sipping-pstn-number-association,None,none,False,True,False,False,False,False,None,00
draft-gpaterno-wireless-pppoe,ietf,int,False,True,False,False,False,False,None,13
draft-ietf-bmwg-ospfconv-applicability,ietf,bmwg,False,False,True,False,False,False,4063,07
draft-ietf-krb-wg-kerberos-sam,ietf,krb-wg,False,True,False,False,False,False,None,03
draft-oneill-mipv6-cao,None,none,False,True,False,False,False,False,None,00
draft-ietf-disman-notif-log-mib-v2,ietf,disman,False,True,False,False,False,False,None,01
draft-ietf-mobileip-mipv6-ha-ipsec,ietf,mip6,False,False,True,False,False,False,3776,06
draft-niemi-simple-publish-framework,None,none,False,True,False,False,False,False,None,00
draft-olaf-dnsext-dnssec-wildcard-optimization,None,none,False,True,False,False,False,False,None,02
draft-ietf-magma-mld-source,ietf,magma,False,False,True,False,False,False,3590,07
draft-mealling-uuid-urn,ietf,app,False,False,True,False,False,False,4122,05
draft-mealling-microsoft-com-urn,None,none,False,True,False,False,False,False,None,00
draft-robinson-clec-application,None,none,False,True,False,False,False,False,None,00
draft-zeng-rfc791bis,None,none,False,True,False,False,False,False,None,00
draft-mccann-mobileip-80211fh,None,none,False,True,False,False,False,False,None,01
draft-pouffary-v6ops-ent-v6net,None,none,False,True,False,False,False,False,None,03
draft-nagarajan-ppvpn-generic-reqts,None,none,False,True,False,False,False,False,None,01
draft-savola-v6ops-firewalling,None,none,False,True,False,False,False,False,None,02
draft-allen-newsml-urn-rfc3085bis,None,none,False,True,False,False,False,False,None,00
draft-liu-epp-soap,None,none,False,True,False,False,False,False,None,00
draft-lear-config-issues,None,none,False,True,False,False,False,False,None,00
draft-kalbfleisch-eos-select,None,none,False,True,False,False,False,False,None,00
draft-ogura-mapos-nsp-multiexp,ise,int,False,True,False,False,False,False,None,03
draft-goswami-aaa-mipv4-wlan-auth,None,none,False,True,False,False,False,False,None,01
draft-noisette-v6ops-unmannet-isp-reqts,None,none,False,True,False,False,False,False,None,00
draft-brim-ipr-wg-guidelines,None,none,False,True,False,False,False,False,None,00
draft-huang-mobileip-napt,None,none,False,True,False,False,False,False,None,00
draft-nyckelgard-uri-lookup,None,none,False,True,False,False,False,False,None,00
draft-ietf-sip-symmetric-response,ietf,sip,False,False,True,False,False,False,3581,01
draft-farrel-mpls-ldp-restart-applic,None,none,False,True,False,False,False,False,None,01
draft-liebsch-dmha-framework,None,none,False,True,False,False,False,False,None,00
draft-ohba-pana-potls,None,none,False,True,False,False,False,False,None,01
draft-baugher-mmusic-sdpmediasec,ietf,gen,False,True,False,False,False,False,None,00
draft-ietf-cdi-threat,ietf,cdi,False,True,False,False,False,False,None,00
draft-polk-dhcp-loc-insertion,None,none,False,True,False,False,False,False,None,00
draft-vijay-mpls-rsvpte-lspsubobject,None,none,False,True,False,False,False,False,None,02
draft-beloeil-ipv6-dns-resolver-option,None,none,False,True,False,False,False,False,None,01
draft-stewart-rddp-sctp,ietf,rddp,False,True,False,False,False,False,None,02
draft-roach-sigcomp-nack,None,none,False,True,False,False,False,False,None,01
draft-bryant-pwe3-terms,None,none,False,True,False,False,False,False,None,01
draft-idnani-sip-comb-reg-subscr,None,none,False,True,False,False,False,False,None,00
draft-zeilenga-ldapext-vlv,None,none,False,True,False,False,False,False,None,00
draft-ietf-pwe3-enet-mib,ietf,pwe3,False,False,True,False,False,False,5603,14
draft-idnani-sip-contact-timestamp,None,none,False,True,False,False,False,False,None,00
draft-ietf-nsis-fw,ietf,nsis,False,False,True,False,False,False,4080,07
draft-ohba-aaa-diameter-cxxapi,None,none,False,True,False,False,False,False,None,00
draft-ietf-ppvpn-cl-tunneling-vpn,ietf,ppvpn,False,True,False,False,False,False,None,01
draft-forsberg-pana-secure-network-access-auth,None,none,False,True,False,False,False,False,None,01
draft-koodli-manet-servicediscovery,None,none,False,True,False,False,False,False,None,00
draft-levin-mmusic-xml-media-control,ietf,rai,False,False,True,False,False,False,5168,13
draft-foster-mgcp-redirect,ise,tsv,False,False,True,False,False,False,3991,05
draft-haberman-ipv6-anycast-rr,None,none,False,True,False,False,False,False,None,00
draft-ihren-dnsop-interim-signed-root,None,none,False,True,False,False,False,False,None,01
draft-westerlund-mmusic-sdp-bwparam,None,none,False,False,False,True,False,False,None,01
draft-ietf-mmusic-sdp-bwparam,ietf,mmusic,False,False,True,False,False,False,3890,06
draft-savola-v6ops-multicast-issues,None,none,False,True,False,False,False,False,None,03
draft-wu-cpl-schema,None,none,False,True,False,False,False,False,None,02
draft-sodder-ppvpn-vhls,None,none,False,True,False,False,False,False,None,02
draft-gill-btsh,None,none,False,True,False,False,False,False,None,02
draft-ietf-webdav-bind,ietf,app,False,False,True,False,False,False,5842,27
draft-lee-optimal-detect-pmtu,None,none,False,True,False,False,False,False,None,00
draft-kompella-ospf-opaquev2,None,none,False,True,False,False,False,False,None,00
draft-mun-aaa-localkm-mobileipv6,None,none,False,True,False,False,False,False,None,01
draft-mun-mobileip-layer2-handoff-mipv4,None,none,False,True,False,False,False,False,None,01
draft-schwarz-megaco-relay-services,None,none,False,True,False,False,False,False,None,01
draft-pitchandi-megaco-ringing-mib,None,none,False,True,False,False,False,False,None,00
draft-ishiguro-ospf-ospfv3-traffic,None,none,False,True,False,False,False,False,None,02
draft-brunner-nsis-rsvp2,None,none,False,True,False,False,False,False,None,00
draft-iab-nm-workshop,iab,iab,False,False,True,False,False,False,3535,02
draft-cordell-midcom-span-alt,None,none,False,True,False,False,False,False,None,00
draft-pillay-esnault-ospf-v3-grace-lsa,ietf,gen,False,True,False,False,False,False,None,03
draft-williams-iwarp-ift,ietf,gen,False,True,False,False,False,False,None,01
draft-andreasen-mgcp-moveconnection,None,none,False,True,False,False,False,False,None,00
draft-singh-l2trigger-api,None,none,False,True,False,False,False,False,None,00
draft-ietf-dhc-suboptions-kdc-serveraddress,ietf,dhc,False,False,True,False,False,False,3634,04
draft-ietf-psamp-sample-tech,ietf,psamp,False,False,True,False,False,False,5475,11
draft-savola-mboned-mcast-rpaddr,None,none,False,True,False,False,False,False,None,03
draft-guerrero-manet-saodv,None,none,False,True,False,False,False,False,None,06
draft-allen-lap-ipv6,None,none,False,True,False,False,False,False,None,00
draft-thubert-nemo-ro-taxonomy,None,none,False,True,False,False,False,False,None,04
draft-ietf-sipping-3gpp-r5-requirements,ietf,sipping,False,False,True,False,False,False,4083,00
draft-ietf-eap-otp,ietf,eap,False,True,False,False,False,False,None,00
draft-ng-nemo-aaa-use,None,none,False,True,False,False,False,False,None,00
draft-moore-ipv6-optimistic-dad,None,none,False,True,False,False,False,False,None,04
draft-ietf-mmusic-reservation-flows,ietf,mmusic,False,False,True,False,False,False,3524,01
draft-ietf-spirits-security,ietf,spirits,False,True,False,False,False,False,None,00
draft-ietf-nfsv4-repl-mig-proto,ietf,nfsv4,False,True,False,False,False,False,None,01
draft-walker-megaco-mg-t38-transition,None,none,False,True,False,False,False,False,None,00
draft-linton-arcp,None,none,False,True,False,False,False,False,None,00
draft-ietf-pwe3-arch,ietf,pwe3,False,False,True,False,False,False,3985,07
draft-ietf-ipoib-baseboard-mgmt-agent-mib,ietf,ipoib,False,True,False,False,False,False,None,03
draft-kyzivat-simple-prescaps-reqts,None,none,False,True,False,False,False,False,None,00
draft-melnikov-imap-unselect,ietf,app,False,False,True,False,False,False,3691,01
draft-ietf-6man-hbh-header-handling,ietf,6man,False,True,False,False,False,False,None,03
draft-ietf-avt-rtcp-report-extns,ietf,avt,False,False,True,False,False,False,3611,06
draft-ietf-pwe3-fragmentation,ietf,pwe3,False,False,True,False,False,False,4623,10
draft-ash-mpls-dste-bcmodel-max-alloc-resv,None,none,False,True,False,False,False,False,None,01
draft-ietf-send-psreq,ietf,send,False,False,True,False,False,False,3756,04
draft-ash-e2e-vompls-hdr-compress,None,none,False,True,False,False,False,False,None,01
draft-ash-e2e-crtp-hdr-compress,None,none,False,True,False,False,False,False,None,01
draft-templin-isatap-issues,None,none,False,True,False,False,False,False,None,00
draft-satish-ospf-cspf-support,None,none,False,True,False,False,False,False,None,00
draft-galb-secsh-publickey-subsystem,None,none,False,True,False,False,False,False,None,02
draft-shah-ppvpn-ipls,None,none,False,True,False,False,False,False,None,02
draft-templin-router-affiliation,None,none,False,True,False,False,False,False,None,00
draft-desanti-ipv6-over-fibre-channel,ietf,int,False,False,False,True,False,False,None,02
draft-ietf-imss-ipv6-over-fibre-channel,ietf,imss,False,False,True,False,False,False,3831,02
draft-ietf-opes-threats,ietf,opes,False,False,True,False,False,False,3837,03
draft-stlaurent-xpath-frag,None,none,False,True,False,False,False,False,None,01
draft-klensin-idn-tld,ise,int,False,False,True,False,False,False,4185,05
draft-ietf-webdav-quota,ietf,webdav,False,False,True,False,False,False,4331,07
draft-malis-pwe3-cell-transport,None,none,False,False,False,True,False,False,None,00
draft-ietf-pwe3-cell-transport,ietf,pwe3,False,False,True,False,False,False,4816,06
draft-urien-eap-smartcard,None,none,False,True,False,False,False,False,None,38
draft-duffy-ppvpn-ipsec-vlink,None,none,False,True,False,False,False,False,None,00
draft-ayesta-to-short-tcp,None,none,False,True,False,False,False,False,None,00
draft-ietf-provreg-epp-ext,ietf,provreg,False,False,True,False,False,False,3735,03
draft-ietf-l2tpext-pwe3-ethernet,ietf,l2tpext,False,False,True,False,False,False,4719,09
draft-ietf-pana-threats-eval,ietf,pana,False,False,True,False,False,False,4016,07
draft-polk-dhcp-geo-loc-option,None,none,False,True,False,False,False,False,None,00
draft-liu-sigcomp-recovery,None,none,False,True,False,False,False,False,None,01
draft-ietf-pwe3-frame-relay,ietf,pwe3,False,False,True,False,False,False,4619,07
draft-loughney-aaa-cc-3gpp,ise,ops,False,False,True,False,False,False,3589,01
draft-brunner-epp-smtp,None,none,False,True,False,False,False,False,None,00
draft-narten-ipv6-iana-considerations,None,none,False,True,False,False,False,False,None,00
draft-rbradfor-ccamp-lmp-lol,None,none,False,True,False,False,False,False,None,01
draft-huston-iana,None,none,False,False,False,True,False,False,None,00
draft-iab-iana,iab,iab,False,False,True,False,False,False,6220,07
draft-stein-pwe3-controlword,None,none,False,True,False,False,False,False,None,00
draft-westberg-rmd-mbac-phr,None,none,False,True,False,False,False,False,None,00
draft-savola-v6ops-6to4-security,None,none,False,True,False,False,False,False,None,02
draft-siddiqui-rmonmib-raqmon-framework,None,none,False,False,False,True,False,False,None,00
draft-ietf-rmonmib-raqmon-framework,ietf,rmonmib,False,False,True,False,False,False,4710,16
draft-siddiqui-rmonmib-raqmon-pdu,None,none,False,True,False,False,False,False,None,00
draft-poretsky-routersalt-term,None,none,False,True,False,False,False,False,None,01
draft-ietf-avt-rtp-h264,ietf,avt,False,False,True,False,False,False,3984,11
draft-ietf-dccp-problem,ietf,dccp,False,False,True,False,False,False,4336,03
draft-ietf-dccp-ccid2,ietf,dccp,False,False,True,False,False,False,4341,10
draft-ietf-dccp-ccid3,ietf,dccp,False,False,True,False,False,False,4342,11
draft-zinin-ietf-jtc1-aggr,ietf,rtg,False,False,True,False,False,False,3563,01
draft-ietf-dhc-dhcpv6-opt-prefix-delegation,ietf,dhc,False,False,True,False,False,False,3633,05
draft-xhshi-dns-search-caching,None,none,False,True,False,False,False,False,None,00
draft-xhshi-dns-search,None,none,False,True,False,False,False,False,None,00
draft-savola-v6ops-6bone-mess,None,none,False,True,False,False,False,False,None,01
draft-ietf-rohc-terminology-and-examples,ietf,rohc,False,False,True,False,False,False,3759,02
draft-kuthan-sipping-diag,None,none,False,True,False,False,False,False,None,00
draft-sivabalan-diff-te-bundling,None,none,False,True,False,False,False,False,None,02
draft-niemi-simple-im-wireless-reqs,None,none,False,True,False,False,False,False,None,02
draft-aoun-nsis-nat-imps,None,none,False,True,False,False,False,False,None,01
draft-irtf-cfrg-advice,irtf,cfrg,False,True,False,False,False,False,None,00
draft-vainshtein-pwe3-ucesopsn,None,none,False,True,False,False,False,False,None,00
draft-ietf-ipoib-perf-mgmt-agent-mib,ietf,ipoib,False,True,False,False,False,False,None,04
draft-ietf-tewg-diff-te-russian,ietf,tewg,False,False,True,False,False,False,4127,07
draft-lee-xmlconf-xcli,None,none,False,True,False,False,False,False,None,00
draft-ietf-rohc-rtp-rfc3095-interoperability,ietf,rohc,False,False,False,False,False,True,None,04
draft-bichot-network-discovery-protocol,None,none,False,True,False,False,False,False,None,01
draft-droms-dhcp-relay-agent-ipsec,None,none,False,True,False,False,False,False,None,00
draft-ranjith-sigtran-gr303ua,None,none,False,True,False,False,False,False,None,00
draft-renjie-aaa-extended-802dot1x,None,none,False,True,False,False,False,False,None,00
draft-ietf-eap-esteem,ietf,eap,False,True,False,False,False,False,None,01
draft-seno-path-quality-verification,None,none,False,True,False,False,False,False,None,00
draft-lonnfors-simple-prescaps-ext,None,none,False,True,False,False,False,False,None,02
draft-coene-multi-share,None,none,False,True,False,False,False,False,None,00
draft-van-beijnum-multi6-isp-int-aggr,None,none,False,True,False,False,False,False,None,01
draft-sparks-avt-2833-interop,None,none,False,True,False,False,False,False,None,00
draft-huston-ietf-pact,None,none,False,True,False,False,False,False,None,00
draft-polk-geopriv-loc-object-semantics,None,none,False,True,False,False,False,False,None,00
draft-newman-sasl-c-api,None,none,False,True,False,False,False,False,None,03
draft-vasseur-mpls-ospf-te-cap,None,none,False,True,False,False,False,False,None,00
draft-vasseur-mpls-linknode-failure,None,none,False,True,False,False,False,False,None,00
draft-saifullah-rohc-tcp-early-compression,None,none,False,True,False,False,False,False,None,00
draft-saifullah-rohc-tcp-early-comp-in-gprs,None,none,False,True,False,False,False,False,None,00
draft-anjali-ippm-avail-band-measurement,None,none,False,True,False,False,False,False,None,00
draft-ietf-ipcdn-pktc-signaling,ietf,ipcdn,False,False,True,False,False,False,5098,15
draft-campbell-simple-cpimmsg-sessions,None,none,False,True,False,False,False,False,None,00
draft-campbell-simple-im-sessions,None,none,False,True,False,False,False,False,None,01
draft-ietf-msec-mesp,ietf,msec,False,True,False,False,False,False,None,01
draft-ietf-sipping-cc-transfer,ietf,sipping,False,False,True,False,False,False,5589,12
draft-roach-sip-list-template,None,none,False,True,False,False,False,False,None,00
draft-ietf-dccp-user-guide,ietf,dccp,False,True,False,False,False,False,None,03
draft-bew-ipsec-signatures,None,none,False,False,False,True,False,False,None,01
draft-ietf-msec-ipsec-signatures,ietf,msec,False,False,True,False,False,False,4359,06
draft-ietf-avt-rtp-ilbc,ietf,avt,False,False,True,False,False,False,3952,05
draft-qureshi-mpls-shared-protection,None,none,False,True,False,False,False,False,None,00
draft-sathyanath-ospf-mpls-shared-protection,None,none,False,True,False,False,False,False,None,00
draft-liu-mpls-rsvp-shared-protection,None,none,False,True,False,False,False,False,None,00
draft-ietf-ipcdn-pktc-mtamib,ietf,ipcdn,False,False,True,False,False,False,4682,09
draft-krueger-iscsi-name-ext,None,none,False,True,False,False,False,False,None,00
draft-krishna-ccamp-lcas-reqts,None,none,False,True,False,False,False,False,None,00
draft-czezowski-optical-recovery-reqs,None,none,False,False,False,True,False,False,None,02
draft-rabbat-optical-recovery-reqs,None,none,False,True,False,False,False,False,None,01
draft-ietf-sigtran-security,ietf,sigtran,False,False,True,False,False,False,3788,03
draft-py-multi6-gapi,None,none,False,True,False,False,False,False,None,00
draft-ietf-ipr-wg-guidelines,ietf,ipr,False,False,True,False,False,False,3669,05
draft-johnson-dhc-server-override,None,none,False,True,False,False,False,False,None,00
draft-johnson-dhc-subscriber-id,None,none,False,True,False,False,False,False,None,00
draft-johnson-dhc-subnet-alloc,None,none,False,False,False,True,False,False,None,00
draft-ietf-dhc-subnet-alloc,ietf,dhc,False,False,True,False,False,False,6656,13
draft-liu-gmpls-ospf-restoration,None,none,False,True,False,False,False,False,None,01
draft-templin-v6v4-ndisc,None,none,False,True,False,False,False,False,None,01
draft-bellovin-useipsec,ietf,sec,False,False,True,False,False,False,5406,10
draft-kamath-pppext-peapv0,None,none,False,True,False,False,False,False,None,00
draft-zhang-mpls-interas-te-req,None,none,False,True,False,False,False,False,None,03
draft-barnes-sipping-history-info,None,none,False,True,False,False,False,False,None,02
draft-chisholm-entmib-state,None,none,False,True,False,False,False,False,None,00
draft-swallow-gmpls-overlay,None,none,False,True,False,False,False,False,None,00
draft-kompella-rag-plp,None,none,False,True,False,False,False,False,None,00
draft-peterson-sip-smime-aes,None,none,False,True,False,False,False,False,None,00
draft-peterson-enum-sip,None,none,False,False,False,True,False,False,None,00
draft-ietf-enum-sip,ietf,enum,False,False,True,False,False,False,3764,01
draft-johnston-sipping-cc-conferencing,None,none,False,True,False,False,False,False,None,01
draft-radoaca-l2vpn-gvpls,None,none,False,True,False,False,False,False,None,04
draft-choi-gmpls-label-framework,None,none,False,True,False,False,False,False,None,01
draft-choi-ipv6-signaling-interworking,None,none,False,True,False,False,False,False,None,00
draft-tschofenig-nsis-casp-midcom,None,none,False,True,False,False,False,False,None,01
draft-ietf-ipcdn-pktc-eventmess,ietf,ipcdn,False,False,True,False,False,False,5428,14
draft-dimitri-zospf,None,none,False,True,False,False,False,False,None,00
draft-eriksson-rabbit,None,none,False,True,False,False,False,False,None,00
draft-swami-tsvwg-tcp-dclor,ietf,tsv,False,True,False,False,False,False,None,07
draft-ietf-inch-iodef,ietf,inch,False,False,True,False,False,False,5070,14
draft-knight-ppvpn-vr-protocol,None,none,False,True,False,False,False,False,None,00
draft-pierce-ieprep-assured-service-req,None,none,False,True,False,False,False,False,None,02
draft-pierce-ieprep-assured-service-arch,None,none,False,True,False,False,False,False,None,02
draft-pierce-ieprep-pref-treat-examples,None,none,False,True,False,False,False,False,None,02
draft-vigoureux-shiomoto-ccamp-gmpls-mrn,None,none,False,True,False,False,False,False,None,04
draft-retana-bgp-custom-decision,None,none,False,False,False,True,False,False,None,02
draft-retana-marp,None,none,False,True,False,False,False,False,None,02
draft-pullen-srmp,ietf,tsv,False,False,True,False,False,False,4410,06
draft-hancock-nsis-sender-receiver,None,none,False,True,False,False,False,False,None,00
draft-suh-rmm,None,none,False,True,False,False,False,False,None,00
draft-ietf-impp-srv,ietf,impp,False,False,True,False,False,False,3861,04
draft-ietf-impp-pres,ietf,impp,False,False,True,False,False,False,3859,04
draft-ietf-impp-im,ietf,impp,False,False,True,False,False,False,3860,04
draft-ietf-pwe3-atm-encap,ietf,pwe3,False,False,True,False,False,False,4717,11
draft-ietf-dnsext-dnssec-protocol,ietf,dnsext,False,False,True,False,False,False,4035,09
draft-dawkins-trigtran-probstmt,None,none,False,True,False,False,False,False,None,01
draft-lazzaro-avt-mwpp-coding-guidelines,None,none,False,False,False,True,False,False,None,03
draft-ietf-avt-rtp-midi-guidelines,ietf,avt,False,False,True,False,False,False,4696,15
draft-ietf-speechsc-protocol-eval,ietf,speechsc,False,True,False,False,False,False,None,02
draft-ng-sobgp-bgp-extensions,None,none,False,True,False,False,False,False,None,02
draft-white-sobgp-bgp-deployment,None,none,False,True,False,False,False,False,None,01
draft-ietf-dccp-spec,ietf,dccp,False,False,True,False,False,False,4340,13
draft-beard-rpsec-routing-threats,None,none,False,False,False,True,False,False,None,01
draft-ietf-rpsec-routing-threats,ietf,rpsec,False,False,True,False,False,False,4593,07
draft-ietf-enum-privacy-security,ietf,enum,False,True,False,False,False,False,None,01
draft-lapuh-network-smlt,None,none,False,True,False,False,False,False,None,08
draft-kim-ccamp-cc-protection,None,none,False,True,False,False,False,False,None,04
draft-cmetz-v6ops-v4mapped-api-harmful,None,none,False,True,False,False,False,False,None,01
draft-morris-geopriv-core,None,none,False,True,False,False,False,False,None,02
draft-johnston-mmusic-offer-answer-examples,None,none,False,True,False,False,False,False,None,01
draft-sparks-simple-jabber-sessions,None,none,False,True,False,False,False,False,None,00
draft-irtf-cfrg-icm,irtf,cfrg,False,True,False,False,False,False,None,00
draft-irtf-cfrg-tmmh,irtf,cfrg,False,True,False,False,False,False,None,00
draft-irtf-cfrg-ust,irtf,cfrg,False,True,False,False,False,False,None,00
draft-droms-dhcpv6-issues,None,none,False,True,False,False,False,False,None,00
draft-kasera-esvp,None,none,False,True,False,False,False,False,None,00
draft-ietf-trade-srv-higher-services,ietf,trade,False,True,False,False,False,False,None,01
draft-ietf-msec-tesla-spec,ietf,msec,False,True,False,False,False,False,None,00
draft-lonvick-sobgp-radius,None,none,False,True,False,False,False,False,None,04
draft-hayashi-igap,ise,int,False,True,False,False,False,False,None,03
draft-kobayakawa-ipsec-ipv6-pnpipsec-reqts,None,none,False,True,False,False,False,False,None,00
draft-shockey-ddds-pki,None,none,False,True,False,False,False,False,None,00
draft-howard-rfc2307bis,None,none,False,True,False,False,False,False,None,02
draft-kimura-protection-term,None,none,False,True,False,False,False,False,None,02
draft-ietf-gsmp-optical-spec,ietf,gsmp,False,True,False,False,False,False,None,02
draft-mahy-sipping-smime-vs-digest,None,none,False,True,False,False,False,False,None,01
draft-yamada-active-trace,None,none,False,True,False,False,False,False,None,00
draft-shin-v6ops-application-transition,None,none,False,True,False,False,False,False,None,02
